# x
4.393939495086669922e+00 -8.571428656578063965e-01 1.100000000000000000e+01
6.515151500701904297e+00 -1.918367385864257812e+00 2.000000029802322388e-01
7.858585834503173828e+00 3.673469424247741699e-01 8.399999618530273438e+00
4.747474670410156250e+00 9.387755393981933594e-01 1.829999923706054688e+01
3.898989915847778320e+00 -5.306122303009033203e-01 3.400000095367431641e+00
6.020202159881591797e+00 -3.673469424247741699e-01 1.239999961853027344e+01
7.646464824676513672e+00 -1.755102038383483887e+00 3.299999952316284180e+00
2.060606002807617188e+00 -7.755101919174194336e-01 1.629999923706054688e+01
1.282828330993652344e+00 -1.020408153533935547e+00 1.519999980926513672e+01
5.101010322570800781e+00 1.102040767669677734e+00 8.199999809265136719e+00
2.979798078536987305e+00 1.020408153533935547e+00 1.500000000000000000e+00
2.343434333801269531e+00 -6.938775777816772461e-01 6.199999809265136719e+00
3.898989915847778320e+00 -1.591836690902709961e+00 2.500000000000000000e+00
5.101010322570800781e+00 -1.918367385864257812e+00 6.000000238418579102e-01
3.191919088363647461e+00 2.040816396474838257e-01 6.699999809265136719e+00
6.161616325378417969e+00 -1.673469424247741699e+00 1.200000047683715820e+00
6.868686676025390625e+00 9.387755393981933594e-01 6.800000190734863281e+00
4.606060504913330078e+00 8.571428656578063965e-01 1.230000019073486328e+01
3.828282833099365234e+00 1.102040767669677734e+00 1.319999980926513672e+01
1.212121248245239258e+00 6.122449040412902832e-01 3.799999952316284180e+00
4.747474670410156250e+00 -1.918367385864257812e+00 5.500000000000000000e+00
3.757575750350952148e+00 8.571428656578063965e-01 6.099999904632568359e+00
3.969696998596191406e+00 1.591836690902709961e+00 5.500000000000000000e+00
5.171717166900634766e+00 -1.510204076766967773e+00 8.300000190734863281e+00
7.717171669006347656e+00 1.836734652519226074e+00 6.800000190734863281e+00
2.979798078536987305e+00 -1.918367385864257812e+00 8.999999761581420898e-01
7.363636493682861328e+00 -2.000000000000000000e+00 6.400000095367431641e+00
2.202020168304443359e+00 1.183673501014709473e+00 1.480000019073486328e+01
3.686868667602539062e+00 6.938775777816772461e-01 1.480000019073486328e+01
7.787878990173339844e+00 -4.489795863628387451e-01 1.269999980926513672e+01
7.505050659179687500e+00 6.122449040412902832e-01 1.810000038146972656e+01
6.585858821868896484e+00 7.755101919174194336e-01 1.200000047683715820e+00
1.707070708274841309e+00 -3.673469424247741699e-01 1.450000000000000000e+01
1.989899039268493652e+00 2.040816396474838257e-01 1.979999923706054688e+01
1.282828330993652344e+00 8.571428656578063965e-01 8.800000190734863281e+00
6.939393997192382812e+00 1.836734652519226074e+00 1.850000000000000000e+01
7.717171669006347656e+00 -1.510204076766967773e+00 7.699999809265136719e+00
4.323232173919677734e+00 5.306122303009033203e-01 1.900000000000000000e+01
5.525252342224121094e+00 4.081632569432258606e-02 1.979999923706054688e+01
7.434343338012695312e+00 -2.040816396474838257e-01 1.939999961853027344e+01
4.888888835906982422e+00 -1.020408153533935547e+00 4.400000095367431641e+00
7.151515007019042969e+00 -1.265306115150451660e+00 1.689999961853027344e+01
